Skills Community,Category,Specialty Area,Work Role,Competency Group ID,Competency Group,Competency ID,Competency,K S or A,KSA ID,KSA
Cybersecurity,Protect and Defend (PR),Incident Response (CIR),Cyber Defense Incident Responder (PR-CIR-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0006,Knowledge of specific operational impacts of cybersecurity lapses.
Cybersecurity,Protect and Defend (PR),Incident Response (CIR),Cyber Defense Incident Responder (PR-CIR-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0062,Knowledge of packet-level analysis.
Cybersecurity,Protect and Defend (PR),Incident Response (CIR),Cyber Defense Incident Responder (PR-CIR-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0070,"Knowledge of system and application security threats and vulnerabilities (e.g., buffer overflow, mobile code, cross-site scripting, Procedural Language/Structured Query Language [PL/SQL] and injections, race conditions, covert channel, replay, return-oriented attacks, malicious code)."
Cybersecurity,Protect and Defend (PR),Incident Response (CIR),Cyber Defense Incident Responder (PR-CIR-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0106,Knowledge of what constitutes a network attack and a network attack’s relationship to both threats and vulnerabilities.
Cybersecurity,Protect and Defend (PR),Incident Response (CIR),Cyber Defense Incident Responder (PR-CIR-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0624,Knowledge of Application Security Risks (e.g. Open Web Application Security Project Top 10 list)
Cybersecurity,Protect and Defend (PR),Incident Response (CIR),Cyber Defense Incident Responder (PR-CIR-001),CG01,Technical,C057,Vulnerabilities Assessment,Skill,S0078,Skill in recognizing and categorizing types of vulnerabilities and associated attacks.
Cybersecurity,Protect and Defend (PR),Cyber Defense Infrastructure Support (INF),Cyber Defense Infrastructure Support Specialist (PR-INF-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0005,Knowledge of cyber threats and vulnerabilities. 
Cybersecurity,Protect and Defend (PR),Cyber Defense Infrastructure Support (INF),Cyber Defense Infrastructure Support Specialist (PR-INF-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0006,Knowledge of specific operational impacts of cybersecurity lapses.
Cybersecurity,Protect and Defend (PR),Cyber Defense Infrastructure Support (INF),Cyber Defense Infrastructure Support Specialist (PR-INF-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0062,Knowledge of packet-level analysis.
Cybersecurity,Protect and Defend (PR),Cyber Defense Infrastructure Support (INF),Cyber Defense Infrastructure Support Specialist (PR-INF-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0106,Knowledge of what constitutes a network attack and a network attack’s relationship to both threats and vulnerabilities.
Cybersecurity,Securely Provision (SP),Systems Development (SYS),Information Systems Security Developer (SP-SYS-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0005,Knowledge of cyber threats and vulnerabilities. 
Cybersecurity,Securely Provision (SP),Systems Development (SYS),Information Systems Security Developer (SP-SYS-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0006,Knowledge of specific operational impacts of cybersecurity lapses.
Cybersecurity,Securely Provision (SP),Systems Development (SYS),Information Systems Security Developer (SP-SYS-001),CG01,Technical,C057,Vulnerabilities Assessment,Skill,S0001,Skill in conducting vulnerability scans and recognizing vulnerabilities in security systems.
Cybersecurity,Securely Provision (SP),Systems Development (SYS),Information Systems Security Developer (SP-SYS-001),CG01,Technical,C057,Vulnerabilities Assessment,Skill,S0036,Skill in evaluating the adequacy of security designs.
Cybersecurity,Securely Provision (SP),Systems Development (SYS),Information Systems Security Developer (SP-SYS-001),CG01,Technical,C057,Vulnerabilities Assessment,Ability,A0001,Ability to identify systemic security issues based on the analysis of vulnerability and configuration data.
Cybersecurity,Securely Provision (SP),Systems Development (SYS),Information Systems Security Developer (SP-SYS-001),CG01,Technical,C057,Vulnerabilities Assessment,Ability,A0015,Ability to conduct vulnerability scans and recognize vulnerabilities in security systems.
Cybersecurity,Oversee and Govern (OV),Cybersecurity Management (MGT),Information Systems Security Manager (OV-MGT-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0005,Knowledge of cyber threats and vulnerabilities. 
Cybersecurity,Oversee and Govern (OV),Cybersecurity Management (MGT),Information Systems Security Manager (OV-MGT-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0006,Knowledge of specific operational impacts of cybersecurity lapses.
Cybersecurity,Oversee and Govern (OV),Cybersecurity Management (MGT),Information Systems Security Manager (OV-MGT-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0040,"Knowledge of vulnerability information dissemination sources (e.g., alerts, advisories, errata, and bulletins)."
Cybersecurity,Oversee and Govern (OV),Cybersecurity Management (MGT),Information Systems Security Manager (OV-MGT-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0070,"Knowledge of system and application security threats and vulnerabilities (e.g., buffer overflow, mobile code, cross-site scripting, Procedural Language/Structured Query Language [PL/SQL] and injections, race conditions, covert channel, replay, return-oriented attacks, malicious code)."
Cybersecurity,Oversee and Govern (OV),Cybersecurity Management (MGT),Information Systems Security Manager (OV-MGT-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0106,Knowledge of what constitutes a network attack and a network attack’s relationship to both threats and vulnerabilities.
Cybersecurity,Oversee and Govern (OV),Cybersecurity Management (MGT),Information Systems Security Manager (OV-MGT-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0342,"Knowledge of penetration testing principles, tools, and techniques."
Cybersecurity,Oversee and Govern (OV),Cybersecurity Management (MGT),Information Systems Security Manager (OV-MGT-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0624,Knowledge of Application Security Risks (e.g. Open Web Application Security Project Top 10 list)
Cybersecurity,Securely Provision (SP),Software Development (DEV),Secure Software Assessor (SP-DEV-002),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0005,Knowledge of cyber threats and vulnerabilities. 
Cybersecurity,Securely Provision (SP),Software Development (DEV),Secure Software Assessor (SP-DEV-002),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0006,Knowledge of specific operational impacts of cybersecurity lapses.
Cybersecurity,Securely Provision (SP),Software Development (DEV),Secure Software Assessor (SP-DEV-002),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0070,"Knowledge of system and application security threats and vulnerabilities (e.g., buffer overflow, mobile code, cross-site scripting, Procedural Language/Structured Query Language [PL/SQL] and injections, race conditions, covert channel, replay, return-oriented attacks, malicious code)."
Cybersecurity,Securely Provision (SP),Software Development (DEV),Secure Software Assessor (SP-DEV-002),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0342,"Knowledge of penetration testing principles, tools, and techniques."
Cybersecurity,Securely Provision (SP),Software Development (DEV),Secure Software Assessor (SP-DEV-002),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0624,Knowledge of Application Security Risks (e.g. Open Web Application Security Project Top 10 list)
Cybersecurity,Securely Provision (SP),Software Development (DEV),Secure Software Assessor (SP-DEV-002),CG01,Technical,C057,Vulnerabilities Assessment,Skill,S0001,Skill in conducting vulnerability scans and recognizing vulnerabilities in security systems.
Cybersecurity,Securely Provision (SP),Software Development (DEV),Secure Software Assessor (SP-DEV-002),CG01,Technical,C057,Vulnerabilities Assessment,Skill,S0083,Skill in integrating black box security testing tools into quality assurance process of software releases.
Cybersecurity,Securely Provision (SP),Systems Architecture (ARC),Security Architect (SP-ARC-002),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0005,Knowledge of cyber threats and vulnerabilities. 
Cybersecurity,Securely Provision (SP),Systems Architecture (ARC),Security Architect (SP-ARC-002),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0006,Knowledge of specific operational impacts of cybersecurity lapses.
Cybersecurity,Securely Provision (SP),Systems Architecture (ARC),Security Architect (SP-ARC-002),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0009,Knowledge of application vulnerabilities.
Cybersecurity,Securely Provision (SP),Systems Architecture (ARC),Security Architect (SP-ARC-002),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0013,Knowledge of cyber defense and vulnerability assessment tools and their capabilities.
Cybersecurity,Securely Provision (SP),Systems Architecture (ARC),Security Architect (SP-ARC-002),CG01,Technical,C057,Vulnerabilities Assessment,Ability,A0015,Ability to conduct vulnerability scans and recognize vulnerabilities in security systems.
Cybersecurity,Securely Provision (SP),Risk Management (RSK),Security Control Assessor (SP-RSK-002),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0005,Knowledge of cyber threats and vulnerabilities. 
Cybersecurity,Securely Provision (SP),Risk Management (RSK),Security Control Assessor (SP-RSK-002),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0006,Knowledge of specific operational impacts of cybersecurity lapses.
Cybersecurity,Securely Provision (SP),Risk Management (RSK),Security Control Assessor (SP-RSK-002),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0009,Knowledge of application vulnerabilities.
Cybersecurity,Securely Provision (SP),Risk Management (RSK),Security Control Assessor (SP-RSK-002),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0013,Knowledge of cyber defense and vulnerability assessment tools and their capabilities.
Cybersecurity,Securely Provision (SP),Risk Management (RSK),Security Control Assessor (SP-RSK-002),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0040,"Knowledge of vulnerability information dissemination sources (e.g., alerts, advisories, errata, and bulletins)."
Cybersecurity,Securely Provision (SP),Risk Management (RSK),Security Control Assessor (SP-RSK-002),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0070,"Knowledge of system and application security threats and vulnerabilities (e.g., buffer overflow, mobile code, cross-site scripting, Procedural Language/Structured Query Language [PL/SQL] and injections, race conditions, covert channel, replay, return-oriented attacks, malicious code)."
Cybersecurity,Securely Provision (SP),Risk Management (RSK),Security Control Assessor (SP-RSK-002),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0342,"Knowledge of penetration testing principles, tools, and techniques."
Cybersecurity,Securely Provision (SP),Risk Management (RSK),Security Control Assessor (SP-RSK-002),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0624,Knowledge of Application Security Risks (e.g. Open Web Application Security Project Top 10 list)
Cybersecurity,Securely Provision (SP),Risk Management (RSK),Security Control Assessor (SP-RSK-002),CG01,Technical,C057,Vulnerabilities Assessment,Skill,S0001,Skill in conducting vulnerability scans and recognizing vulnerabilities in security systems.
Cybersecurity,Securely Provision (SP),Risk Management (RSK),Security Control Assessor (SP-RSK-002),CG01,Technical,C057,Vulnerabilities Assessment,Skill,S0078,Skill in recognizing and categorizing types of vulnerabilities and associated attacks.
Cybersecurity,Securely Provision (SP),Risk Management (RSK),Security Control Assessor (SP-RSK-002),CG01,Technical,C057,Vulnerabilities Assessment,Skill,S0137,Skill in conducting application vulnerability assessments.
Cybersecurity,Securely Provision (SP),Risk Management (RSK),Security Control Assessor (SP-RSK-002),CG01,Technical,C057,Vulnerabilities Assessment,Skill,S0141,Skill in assessing security systems designs.
Cybersecurity,Securely Provision (SP),Risk Management (RSK),Security Control Assessor (SP-RSK-002),CG01,Technical,C057,Vulnerabilities Assessment,Skill,S0242,Skill in interpreting vulnerability scanner results to identify vulnerabilities.
Cybersecurity,Securely Provision (SP),Risk Management (RSK),Security Control Assessor (SP-RSK-002),CG01,Technical,C057,Vulnerabilities Assessment,Ability,A0001,Ability to identify systemic security issues based on the analysis of vulnerability and configuration data.
Cybersecurity,Securely Provision (SP),Risk Management (RSK),Security Control Assessor (SP-RSK-002),CG01,Technical,C057,Vulnerabilities Assessment,Ability,A0015,Ability to conduct vulnerability scans and recognize vulnerabilities in security systems.
Cybersecurity,Securely Provision (SP),Risk Management (RSK),Security Control Assessor (SP-RSK-002),CG01,Technical,C057,Vulnerabilities Assessment,Ability,A0092,Ability to identify/describe target vulnerability.
Cybersecurity,Operate and Maintain (OM),Systems Analysis (ANA),Systems Security Analyst (OM-ANA-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0005,Knowledge of cyber threats and vulnerabilities. 
Cybersecurity,Operate and Maintain (OM),Systems Analysis (ANA),Systems Security Analyst (OM-ANA-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0006,Knowledge of specific operational impacts of cybersecurity lapses.
Cybersecurity,Operate and Maintain (OM),Systems Analysis (ANA),Systems Security Analyst (OM-ANA-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0040,"Knowledge of vulnerability information dissemination sources (e.g., alerts, advisories, errata, and bulletins)."
